TERYT;PROVINCE;NAME;REG_VOTERS;VOTES;VOTES_SPOIL;V_KO;V_LEWICA;V_POLEXIT;V_JEDN;V_PIS;V_WIOSNA;V_KORWIN;V_KUKIZ;V_GWIA
143505;Mazowieckie;gm. Wyszków;30716;13875;120;4400;102;;30;7419;541;746;422;95
143506;Mazowieckie;gm. Zabrodzie;4689;1964;16;363;13;;5;1370;55;80;45;17
143601;Mazowieckie;gm. Kazanów;3704;1577;23;263;11;;10;1162;31;51;17;9
143602;Mazowieckie;gm. Policzna;4787;1754;31;293;9;;3;1214;57;68;64;15
143603;Mazowieckie;gm. Przy³êk;4980;1736;17;240;11;;8;1329;26;34;61;10
143604;Mazowieckie;gm. Tczów;3835;1508;15;221;9;;8;1126;33;43;40;13
143605;Mazowieckie;gm. Zwoleñ;12254;5199;41;1208;32;;12;3265;206;233;167;35
143701;Mazowieckie;gm. Bie¿uñ;4021;1530;16;374;9;;1;992;47;35;50;6
143702;Mazowieckie;gm. Kuczbork-Osada;3848;1342;26;360;14;;6;797;49;37;45;8
143703;Mazowieckie;gm. Lubowidz;5556;1972;33;421;13;;4;1304;91;61;28;17
143704;Mazowieckie;gm. Lutocin;3582;1195;17;186;5;;5;895;24;24;34;5
143705;Mazowieckie;gm. Siemi¹tkowo;2834;999;21;218;5;;0;708;11;17;15;4
143706;Mazowieckie;gm. ¯uromin;11684;4537;41;1650;20;;5;2343;197;108;142;31
143801;Mazowieckie;m. ¯yrardów;30261;14577;109;5753;172;;46;6164;1080;651;427;175
143802;Mazowieckie;gm. Mszczonów;8981;3858;47;916;41;;11;2231;202;189;178;43
143803;Mazowieckie;gm. Puszcza Mariañska;6873;2770;38;710;35;;12;1579;144;129;88;35
143804;Mazowieckie;gm. Radziejowice;4489;2073;23;683;17;;13;1017;124;99;72;25
143805;Mazowieckie;gm. Wiskitki;7862;3231;28;640;32;;10;2050;152;168;123;28
146101;Mazowieckie;m. Ostro³êka;41014;18645;135;5835;126;;41;9314;755;885;1411;143
146201;Mazowieckie;m. P³ock;94115;44683;310;19025;408;;93;18843;2893;1537;1241;333
146301;Mazowieckie;m. Radom;163344;80559;422;28347;677;;205;40585;3875;3373;2521;554
146401;Mazowieckie;m. Siedlce;59929;29288;158;9145;428;;80;14925;1344;1840;1069;299
146502;Mazowieckie;Bemowo;93100;60465;218;31935;988;;;15011;6485;2770;2075;983
146503;Mazowieckie;Bia³o³êka;86656;52381;191;26157;929;;;12903;6084;2623;2427;1067
146504;Mazowieckie;Bielany;103053;64115;261;30526;1209;;;19476;6506;2941;2103;1093
146505;Mazowieckie;Mokotów;168408;108540;469;57814;2447;;;26995;11826;4409;2831;1749
146506;Mazowieckie;Ochota;63491;39268;166;19817;940;;;10400;4441;1678;1144;682
146507;Mazowieckie;Praga-Po³udnie;140506;87647;422;42888;1817;;;25320;9190;3770;2724;1516
146508;Mazowieckie;Praga-Pó³noc;48582;25364;149;10346;663;;;8966;2872;1175;773;420
146509;Mazowieckie;Rembertów;17917;10810;49;4979;154;;;3383;1056;567;432;190
146510;Mazowieckie;Œródmieœcie;88197;54321;212;26978;1331;;;15192;6227;2159;1370;852
146511;Mazowieckie;Targówek;95565;55055;256;24020;873;;;19512;4989;2509;2006;890
146512;Mazowieckie;Ursus;42962;25965;116;11434;419;;;8449;2646;1343;1041;517
146513;Mazowieckie;Ursynów;112842;78584;315;44219;1501;;;17514;8263;3051;2311;1410
146514;Mazowieckie;Wawer;58063;37132;149;17440;493;;;12083;3227;1783;1327;630
146515;Mazowieckie;Weso³a;18598;12425;57;5903;178;;;3671;1179;658;542;237
146516;Mazowieckie;Wilanów;28001;19617;61;11996;266;;;3517;2228;661;533;355
146517;Mazowieckie;W³ochy;31884;19810;88;9378;358;;;5635;2152;1059;726;414
146518;Mazowieckie;Wola;108061;63101;269;29594;1325;;;18656;7007;3019;2062;1169
146519;Mazowieckie;¯oliborz;40747;27419;89;14183;708;;;6739;3356;1086;752;506
149901;Mazowieckie;zagranica;111630;98234;565;35840;2483;;;28474;14396;12856;2589;1031
160101;Opolskie;m. Brzeg;28092;12405;54;4894;111;;;4805;623;524;1394;
160102;Opolskie;gm. Skarbimierz;6113;2628;27;734;25;;;1235;140;129;338;
160103;Opolskie;gm. Grodków;15169;5578;46;2122;56;;;2565;231;191;367;
160104;Opolskie;gm. Lewin Brzeski;10234;3807;32;1181;33;;;1694;155;174;538;
160105;Opolskie;gm. Lubsza;7109;2784;23;782;39;;;1378;108;98;356;
160106;Opolskie;gm. Olszanka;3895;1704;7;395;14;;;952;46;76;214;
160201;Opolskie;gm. Baborów;4991;1526;13;444;16;;;843;57;96;57;
160202;Opolskie;gm. Branice;5630;1983;35;636;31;;;1022;105;81;73;
160203;Opolskie;gm. G³ubczyce;17867;7140;55;2542;68;;;3696;224;263;292;
160204;Opolskie;gm. Kietrz;8696;3271;32;1071;33;;;1755;111;144;125;
160301;Opolskie;m. Kêdzierzyn-KoŸle;46824;19865;146;9337;242;;;6364;1825;1031;920;
160302;Opolskie;gm. Bierawa;6220;2029;20;841;29;;;739;152;142;106;
160303;Opolskie;gm. Cisek;4548;1248;22;566;14;;;468;68;55;55;
160304;Opolskie;gm. Paw³owiczki;6150;1616;32;647;25;;;690;71;82;69;
160305;Opolskie;gm. Polska Cerekiew;3395;1008;21;453;21;;;353;62;58;40;
160306;Opolskie;gm. Reñska Wieœ;6764;1768;24;806;23;;;638;77;91;109;
160401;Opolskie;gm. Byczyna;7496;2630;31;989;27;;;1255;116;123;89;
160402;Opolskie;gm. Kluczbork;29147;11733;84;6098;103;;;4067;468;508;405;
160403;Opolskie;gm. Lasowice Wielkie;5630;1425;16;731;7;;;517;46;56;52;
160404;Opolskie;gm. Wo³czyn;10584;3878;50;1360;30;;;1970;147;168;153;
160501;Opolskie;gm. Gogolin;9966;2709;35;1337;26;;;845;176;118;172;
160502;Opolskie;gm. Krapkowice;18171;6133;53;3026;94;;;2038;317;286;319;
160503;Opolskie;gm. Strzeleczki;6085;1399;18;769;12;;;460;51;35;54;
160504;Opolskie;gm. Walce;4494;1032;16;509;9;;;351;24;68;55;
160505;Opolskie;gm. Zdzieszowice;12007;3992;45;1924;60;;;1305;231;229;198;
160601;Opolskie;gm. Domaszowice;2902;1225;10;378;22;;;687;41;40;47;
160602;Opolskie;gm. Namys³ów;20670;8595;54;3394;88;;;3931;406;408;314;
160603;Opolskie;gm. Pokój;4299;1471;21;741;23;;;525;56;43;62;
160604;Opolskie;gm. Œwierczów;2804;1044;11;365;20;;;523;44;36;45;
160605;Opolskie;gm. Wilków;3526;1123;13;350;8;;;593;69;31;59;
160701;Opolskie;gm. G³ucho³azy;19911;7286;51;2751;87;;;3471;314;279;333;
160702;Opolskie;gm. Kamiennik;2827;1018;10;201;15;;;650;35;49;58;
160703;Opolskie;gm. Korfantów;7548;2363;33;581;28;;;1439;53;68;161;
160704;Opolskie;gm. £ambinowice;6027;2073;24;609;20;;;1077;68;108;167;
160705;Opolskie;gm. Nysa;46113;19345;129;8089;200;;;8325;861;844;897;
160706;Opolskie;gm. Otmuchów;11063;4382;46;1368;47;;;2374;160;169;218;
160707;Opolskie;gm. Paczków;10178;3830;37;1275;38;;;2042;126;139;173;
160708;Opolskie;gm. Pakos³awice;2983;1173;10;363;12;;;680;27;34;47;
160709;Opolskie;gm. Skoroszyce;4971;1685;29;443;15;;;1004;53;52;89;
160801;Opolskie;gm. Dobrodzieñ;8006;2173;33;991;21;;;862;62;116;88;
160802;Opolskie;gm. Gorzów Œl¹ski;5909;1710;17;711;12;;;765;63;67;75;
160803;Opolskie;gm. Olesno;14491;4954;41;2447;57;;;1651;218;324;216;
160804;Opolskie;gm. Praszka;10986;5135;41;1853;70;;;2478;288;205;200;
160805;Opolskie;gm. Rad³ów;3468;836;19;357;9;;;343;24;34;50;
160806;Opolskie;gm. Rudniki;6712;2762;27;849;23;;;1530;119;103;111;
160807;Opolskie;gm. Zêbowice;2946;641;14;294;5;;;242;31;28;27;
160901;Opolskie;gm. Chrz¹stowice;5550;1841;10;1078;25;;;459;101;72;96;
160902;Opolskie;gm. D¹browa;6609;2573;29;1222;19;;;899;129;91;184;
160903;Opolskie;gm. Dobrzeñ Wielki;7530;2529;22;1572;33;;;528;104;113;157;
160904;Opolskie;gm. Komprachcice;7251;2366;24;1272;47;;;625;161;113;124;
160905;Opolskie;gm. £ubniany;7793;2520;26;1478;35;;;630;141;95;115;
160906;Opolskie;gm. Murów;4441;1178;17;617;7;;;371;66;43;57;
160907;Opolskie;gm. Niemodlin;10387;3853;37;1321;27;;;1695;184;169;420;
160908;Opolskie;gm. Ozimek;15805;4895;64;2495;67;;;1617;225;212;215;
160909;Opolskie;gm. Popielów;6498;1945;23;915;24;;;717;62;73;131;
160910;Opolskie;gm. Prószków;7224;2327;30;1130;29;;;766;111;134;127;
160911;Opolskie;gm. Tarnów Opolski;7653;2401;25;1173;30;;;756;146;125;146;
160912;Opolskie;gm. Tu³owice;4129;1747;18;667;15;;;755;70;90;132;
160913;Opolskie;gm. Turawa;8022;2537;24;1403;49;;;690;141;95;135;
161001;Opolskie;gm. Bia³a;8643;2263;39;997;24;;;919;81;101;102;
161002;Opolskie;gm. G³ogówek;10577;3045;36;1264;46;;;1325;82;161;131;
161003;Opolskie;gm. Lubrza;3488;1406;10;425;20;;;745;47;70;89;
161004;Opolskie;gm. Prudnik;21508;9034;73;3041;92;;;4413;363;376;676;
161101;Opolskie;gm. Izbicko;4338;1274;12;708;13;;;357;54;71;59;
161102;Opolskie;gm. Jemielnica;5938;1574;24;625;11;;;659;72;113;70;
161103;Opolskie;gm. Kolonowskie;4852;1308;9;659;20;;;445;44;60;71;
161104;Opolskie;gm. Leœnica;6222;1885;20;868;18;;;713;77;103;86;
161105;Opolskie;gm. Strzelce Opolskie;25269;8768;103;4536;127;;;2762;450;404;386;
161106;Opolskie;gm. Ujazd;5131;1591;22;674;21;;;651;52;91;80;
161107;Opolskie;gm. Zawadzkie;9369;2847;22;1095;38;;;1340;92;161;99;
166101;Opolskie;m. Opole;99384;50587;245;28620;695;;;12741;3374;2405;2507;
180103;Podkarpackie;gm. Czarna;1939;681;9;152;6;0;;438;25;28;23;
180105;Podkarpackie;gm. Lutowiska;1883;743;10;276;10;3;;329;49;43;23;
180108;Podkarpackie;gm. Ustrzyki Dolne;14189;5259;55;1664;40;17;;2695;215;426;147;
180201;Podkarpackie;gm. Brzozów;21337;8445;50;1293;44;21;;6220;147;452;218;
180202;Podkarpackie;gm. Domaradz;4915;2095;14;151;15;2;;1726;32;109;46;
180203;Podkarpackie;gm. Dydnia;6479;2530;31;245;15;8;;1956;45;114;116;
180204;Podkarpackie;gm. Haczów;7341;3155;29;440;9;13;;2382;59;155;68;
180205;Podkarpackie;gm. Jasienica Rosielna;6110;3200;26;220;8;1;;2705;42;149;49;
180206;Podkarpackie;gm. Nozdrzec;6635;2736;50;372;18;16;;1981;57;111;131;
180301;Podkarpackie;m. Dêbica;36584;17537;116;4983;167;83;;9633;770;1176;609;
180302;Podkarpackie;gm. Brzostek;10428;4497;56;432;18;20;;3623;72;168;108;
180303;Podkarpackie;gm. Czarna;10491;4556;34;597;25;17;;3413;91;212;167;
180304;Podkarpackie;gm. Dêbica;20129;8580;80;1465;56;39;;6001;218;449;272;
180305;Podkarpackie;gm. Jod³owa;4309;1691;31;176;5;6;;1307;32;72;62;
180306;Podkarpackie;gm. Pilzno;14433;6472;89;764;32;24;;4905;133;305;220;
180307;Podkarpackie;gm. ¯yraków;11221;5028;46;710;30;16;;3668;99;303;156;
180401;Podkarpackie;m. Jaros³aw;30910;13773;79;4210;118;57;;7499;486;874;450;
180402;Podkarpackie;m. Radymno;4402;1834;22;362;13;9;;1191;47;123;67;
180403;Podkarpackie;gm. Ch³opice;4536;1874;29;218;11;6;;1458;32;80;40;
180404;Podkarpackie;gm. Jaros³aw;10511;4349;45;725;23;11;;3095;96;221;133;
180405;Podkarpackie;gm. Laszki;5507;2199;53;288;12;8;;1679;28;82;49;
180406;Podkarpackie;gm. Paw³osiów;6897;3057;19;567;30;13;;2082;61;172;113;
180407;Podkarpackie;gm. Pruchnik;7820;3683;38;505;19;9;;2788;54;192;78;
180408;Podkarpackie;gm. Radymno;9052;3530;43;432;15;11;;2675;61;200;93;
180409;Podkarpackie;gm. Rokietnica;3599;1293;15;212;9;1;;972;10;44;30;
180410;Podkarpackie;gm. RoŸwienica;5010;2076;27;406;2;5;;1471;19;95;51;
180411;Podkarpackie;gm. Wi¹zownica;9324;4224;49;503;16;21;;3260;80;172;123;
180501;Podkarpackie;m. Jas³o;28940;13287;102;3700;106;41;;7490;557;802;489;
180502;Podkarpackie;gm. Brzyska;5242;2349;31;148;12;2;;2011;32;63;50;
180503;Podkarpackie;gm. Dêbowiec;7007;3133;27;322;8;7;;2540;63;104;62;
180504;Podkarpackie;gm. Jas³o;13569;5941;34;829;34;19;;4449;147;284;145;
180505;Podkarpackie;gm. Ko³aczyce;7222;3157;32;319;13;11;;2543;45;111;83;
180506;Podkarpackie;gm. Krempna;1577;542;7;100;5;4;;351;20;28;27;
180507;Podkarpackie;gm. Nowy ¯migród;7475;3404;33;384;10;8;;2710;31;158;70;
180508;Podkarpackie;gm. Osiek Jasielski;4278;1782;13;171;5;6;;1462;18;58;49;
180509;Podkarpackie;gm. Sko³yszyn;10105;4317;38;657;35;17;;3125;113;211;121;
180511;Podkarpackie;gm. Tarnowiec;7555;3277;32;416;22;6;;2421;94;168;118;
180601;Podkarpackie;gm. Cmolas;6526;2866;43;260;9;5;;2263;34;167;85;
180602;Podkarpackie;gm. Kolbuszowa;20131;8420;62;1565;45;25;;5522;184;783;234;
180603;Podkarpackie;gm. Majdan Królewski;7932;3280;28;261;23;6;;2642;70;131;119;
180604;Podkarpackie;gm. Niwiska;4816;2003;24;191;12;3;;1575;31;117;50;
180605;Podkarpackie;gm. Rani¿ów;5657;2553;41;229;10;6;;1987;48;159;73;
180606;Podkarpackie;gm. Dzikowiec;5177;1922;24;188;13;3;;1529;18;93;54;
180701;Podkarpackie;gm. Chorkówka;10722;4531;39;678;32;14;;3298;114;176;180;
180702;Podkarpackie;gm. Dukla;11807;4682;43;809;20;15;;3304;114;236;141;
180703;Podkarpackie;gm. Iwonicz-Zdrój;8327;4112;17;777;19;13;;2827;99;211;149;
180704;Podkarpackie;gm. Jedlicze;12390;5009;60;905;34;9;;3288;220;308;185;
180705;Podkarpackie;gm. Korczyna;9087;3877;29;621;21;10;;2656;154;237;149;
180706;Podkarpackie;gm. Kroœcienko Wy¿ne;4440;2059;8;350;15;6;;1430;47;133;70;
180707;Podkarpackie;gm. Miejsce Piastowe;11127;5132;49;1070;40;7;;3341;146;298;181;
180708;Podkarpackie;gm. Rymanów;13215;6068;52;1124;25;17;;4168;185;310;187;
180709;Podkarpackie;gm. Wojaszówka;7517;2876;20;521;14;11;;1942;120;169;79;
180710;Podkarpackie;gm. Jaœliska;2079;791;7;144;1;5;;570;10;38;16;
180801;Podkarpackie;m. Le¿ajsk;11491;5317;41;1352;42;17;;3092;163;399;211;
180802;Podkarpackie;gm. Grodzisko Dolne;6511;2838;19;265;13;8;;2272;26;152;83;
180803;Podkarpackie;gm. Kury³ówka;4605;1858;17;214;18;5;;1413;18;99;74;
180804;Podkarpackie;gm. Le¿ajsk;15971;6994;59;580;35;14;;5478;97;507;224;
180805;Podkarpackie;gm. Nowa Sarzyna;17104;7766;69;786;31;11;;6096;136;432;205;
180901;Podkarpackie;m. Lubaczów;9971;4336;47;1264;37;32;;2370;203;241;142;
180902;Podkarpackie;gm. Cieszanów;5933;2274;32;408;14;3;;1579;47;110;81;
180903;Podkarpackie;gm. Horyniec-Zdrój;4002;1614;15;380;15;16;;1015;49;84;40;
180904;Podkarpackie;gm. Lubaczów;7490;3010;31;373;23;8;;2313;67;104;91;
180905;Podkarpackie;gm. Narol;6551;2429;34;390;24;11;;1734;57;104;75;
180906;Podkarpackie;gm. Oleszyce;5211;2147;38;385;16;9;;1495;52;92;60;
180907;Podkarpackie;gm. Stary Dzików;3560;1391;14;167;14;7;;1031;30;79;49;
180908;Podkarpackie;gm. Wielkie Oczy;3045;1296;13;134;10;4;;1010;29;51;45;
181001;Podkarpackie;m. £añcut;14387;6974;43;1784;107;19;;3974;274;488;285;
181002;Podkarpackie;gm. Bia³obrzegi;6796;3013;20;329;16;10;;2210;63;243;122;
181003;Podkarpackie;gm. Czarna;9229;4513;33;463;29;11;;3512;64;263;138;
181004;Podkarpackie;gm. £añcut;16937;8034;48;1042;60;17;;5955;154;520;238;
181005;Podkarpackie;gm. Markowa;5195;2271;16;222;26;5;;1730;61;118;93;
181006;Podkarpackie;gm. Rakszawa;5817;2683;28;269;9;9;;2122;38;122;86;
181007;Podkarpackie;gm. ¯o³ynia;5602;2469;17;313;14;6;;1875;46;136;62;
181101;Podkarpackie;m. Mielec;47946;22773;120;6515;211;57;;13150;819;1277;624;
181102;Podkarpackie;gm. Borowa;4514;1876;21;376;12;5;;1315;30;79;38;
181103;Podkarpackie;gm. Czermin;5644;2247;20;313;13;10;;1739;39;75;38;
181104;Podkarpackie;gm. Gaw³uszowice;2249;1063;10;209;5;3;;762;10;35;29;
181105;Podkarpackie;gm. Mielec;10574;4777;44;901;27;16;;3316;102;230;141;
181106;Podkarpackie;gm. Padew Narodowa;4306;2017;27;290;13;2;;1551;25;65;44;
181107;Podkarpackie;gm. Przec³aw;9221;4134;47;573;12;9;;3128;89;156;120;
181108;Podkarpackie;gm. Radomyœl Wielki;11061;4616;53;649;21;12;;3463;96;156;166;
181109;Podkarpackie;gm. Tuszów Narodowy;6445;3178;31;403;13;7;;2462;58;121;83;
181110;Podkarpackie;gm. Wadowice Górne;6003;2564;37;301;7;4;;2048;37;76;54;
181201;Podkarpackie;gm. Harasiuki;5028;2131;34;193;11;6;;1653;35;99;100;
181202;Podkarpackie;gm. Jarocin;4481;1655;12;225;19;5;;1229;39;75;51;
181203;Podkarpackie;gm. Je¿owe;8004;3663;45;173;14;4;;3149;40;163;75;
181204;Podkarpackie;gm. Krzeszów;3539;1404;13;134;4;4;;1068;42;79;60;
181205;Podkarpackie;gm. Nisko;18094;7344;60;1489;34;27;;4593;344;574;223;
181206;Podkarpackie;gm. Rudnik nad Sanem;8284;3078;45;580;32;22;;1959;118;211;111;
181207;Podkarpackie;gm. Ulanów;6964;2641;23;312;10;8;;1924;50;250;64;
181301;Podkarpackie;gm. Bircza;5370;2024;33;263;7;10;;1484;32;145;50;
181302;Podkarpackie;gm. Dubiecko;7596;2696;35;489;23;6;;1880;53;108;102;
181303;Podkarpackie;gm. Fredropol;4506;1695;38;323;8;9;;1134;33;75;75;
181304;Podkarpackie;gm. Krasiczyn;4137;1540;10;409;12;5;;916;48;79;61;
181305;Podkarpackie;gm. Krzywcza;3941;1554;17;173;7;3;;1222;22;59;51;
181306;Podkarpackie;gm. Medyka;5364;2129;22;326;14;8;;1442;65;137;115;
181307;Podkarpackie;gm. Or³y;7034;2842;47;454;26;12;;1936;53;223;91;
181308;Podkarpackie;gm. Przemyœl;8440;3378;35;809;26;6;;2052;108;199;143;
181309;Podkarpackie;gm. Stubno;3177;1016;17;190;9;3;;695;22;38;42;
181310;Podkarpackie;gm. ¯urawica;10622;4202;47;823;33;15;;2778;95;264;147;
181401;Podkarpackie;m. Przeworsk;12505;5626;33;1394;53;22;;3392;155;327;250;
181402;Podkarpackie;gm. Adamówka;3362;1272;13;191;6;2;;930;26;66;38;
181403;Podkarpackie;gm. Gaæ;3697;1547;22;240;13;5;;1096;21;90;60;
181404;Podkarpackie;gm. Jawornik Polski;3800;1423;15;260;10;7;;1007;34;49;41;
181405;Podkarpackie;gm. Kañczuga;10090;3553;36;791;31;10;;2347;87;141;110;
181406;Podkarpackie;gm. Przeworsk;11864;5209;53;508;28;10;;4128;80;248;154;
181407;Podkarpackie;gm. Sieniawa;5788;2398;26;557;11;4;;1539;52;117;92;
181408;Podkarpackie;gm. Tryñcza;6688;2883;26;220;13;7;;2372;29;131;85;
181409;Podkarpackie;gm. Zarzecze;5782;2235;25;357;17;9;;1606;47;115;59;
181501;Podkarpackie;gm. Iwierzyce;6103;2985;37;328;22;12;;2242;57;188;99;
181502;Podkarpackie;gm. Ostrów;5850;2223;27;245;11;2;;1731;36;122;49;
181503;Podkarpackie;gm. Ropczyce;21447;9861;76;1651;52;21;;6858;229;628;346;
181504;Podkarpackie;gm. Sêdziszów Ma³opolski;18911;9117;91;1114;39;28;;6843;187;543;272;
181505;Podkarpackie;gm. Wielopole Skrzyñskie;6443;2952;31;225;24;10;;2413;35;144;70;
181601;Podkarpackie;m. Dynów;4975;2227;17;433;16;6;;1516;49;112;78;
181602;Podkarpackie;gm. B³a¿owa;8795;4096;49;454;18;10;;3252;66;171;76;
181603;Podkarpackie;gm. Boguchwa³a;16043;8032;59;1654;64;40;;5123;229;498;365;
181604;Podkarpackie;gm. Chmielnik;5447;2698;23;358;25;4;;1908;89;182;109;
181605;Podkarpackie;gm. Dynów;5667;2163;23;230;15;8;;1677;31;106;73;
181606;Podkarpackie;gm. G³ogów Ma³opolski;15161;7430;58;1364;58;17;;4956;214;478;285;
181607;Podkarpackie;gm. Hy¿ne;5572;2874;28;220;12;5;;2363;43;148;55;
181608;Podkarpackie;gm. Kamieñ;5657;2635;34;178;16;4;;2149;20;154;80;
181609;Podkarpackie;gm. Krasne;8885;4335;24;1008;32;22;;2684;109;291;165;
181610;Podkarpackie;gm. Lubenia;5233;2573;15;312;16;3;;1924;64;142;97;
181611;Podkarpackie;gm. Soko³ów Ma³opolski;13520;6339;70;516;38;17;;5035;82;344;237;
181612;Podkarpackie;gm. Œwilcza;12457;5853;45;1152;42;12;;3916;142;333;211;
181613;Podkarpackie;gm. Trzebownisko;16870;8147;59;1511;56;34;;5396;216;554;321;
181614;Podkarpackie;gm. Tyczyn;8073;3920;33;657;24;12;;2709;105;241;139;
181701;Podkarpackie;m. Sanok;30311;13116;77;4748;92;32;;6601;495;700;371;
181702;Podkarpackie;gm. Besko;3509;1276;11;176;8;4;;946;24;59;48;
181703;Podkarpackie;gm. Bukowsko;4309;1665;18;264;14;6;;1189;47;90;37;
181704;Podkarpackie;gm. Komañcza;4163;1259;16;497;11;11;;553;54;71;46;
181705;Podkarpackie;gm. Sanok;14286;5949;64;1016;39;22;;4223;133;295;157;
181706;Podkarpackie;gm. Tyrawa Wo³oska;1614;520;7;88;4;0;;372;14;17;18;
181707;Podkarpackie;gm. Zagórz;10532;4149;38;853;18;13;;2807;100;192;128;
181708;Podkarpackie;gm. Zarszyn;7421;2764;22;613;17;8;;1816;80;122;86;
181801;Podkarpackie;m. Stalowa Wola;48124;21570;151;6175;137;81;;11765;922;1631;708;
181802;Podkarpackie;gm. Bojanów;6068;2505;21;225;12;5;;1974;61;137;70;
181803;Podkarpackie;gm. Pysznica;8842;3521;33;589;22;8;;2348;129;295;97;
181804;Podkarpackie;gm. Radomyœl nad Sanem;5935;2318;21;329;17;11;;1665;46;126;103;
181805;Podkarpackie;gm. Zaklików;6945;2660;24;482;17;8;;1845;56;133;95;
181806;Podkarpackie;gm. Zaleszany;8782;3655;36;635;16;10;;2519;98;229;112;
181901;Podkarpackie;gm. Czudec;9437;4407;34;499;25;14;;3203;245;256;131;
181902;Podkarpackie;gm. Frysztak;8515;3424;45;403;28;14;;2442;112;232;148;
181903;Podkarpackie;gm. Niebylec;8575;3882;28;350;20;11;;3036;55;263;119;
181904;Podkarpackie;gm. Strzy¿ów;16702;6972;72;1247;49;30;;4544;247;563;220;
181905;Podkarpackie;gm. Wiœniowa;6578;2699;29;324;21;7;;2014;53;149;102;
182001;Podkarpackie;gm. Baranów Sandomierski;9742;4326;41;656;19;14;;3174;109;185;128;
182002;Podkarpackie;gm. Gorzyce;10643;4148;52;1085;33;11;;2460;104;235;168;
182003;Podkarpackie;gm. Grêbów;8060;3095;44;442;25;15;;2268;62;145;94;
182004;Podkarpackie;gm. Nowa Dêba;15300;6268;52;1242;59;26;;4068;212;398;211;
182101;Podkarpackie;gm. Baligród;2761;1060;7;232;10;2;;713;28;51;17;
182102;Podkarpackie;gm. Cisna;1590;804;6;375;8;4;;286;71;34;20;
182103;Podkarpackie;gm. Lesko;9298;3841;38;1108;20;10;;2255;119;181;110;
182104;Podkarpackie;gm. Olszanica;4446;1647;13;418;14;6;;993;43;103;57;
182105;Podkarpackie;gm. Solina;4974;2433;25;583;18;10;;1543;87;104;63;
186101;Podkarpackie;m. Krosno;37614;17617;84;5991;122;37;;8617;1079;1131;556;
186201;Podkarpackie;m. Przemyœl;49106;20696;127;7395;178;101;;9786;785;1346;978;
186301;Podkarpackie;m. Rzeszów;147686;77420;382;29122;802;225;;34160;3870;5464;3395;
186401;Podkarpackie;m. Tarnobrzeg;37695;16729;113;6576;146;76;;7562;855;904;497;
200101;Podlaskie;m. Augustów;23652;9569;69;3210;114;;;5005;372;417;382;
200102;Podlaskie;gm. Augustów;5357;1713;22;288;26;;;1204;51;61;61;
200103;Podlaskie;gm. Barg³ów Koœcielny;4445;1153;5;193;6;;;847;24;42;36;
200104;Podlaskie;gm. Lipsk;4401;1500;13;314;20;;;1021;44;48;40;
200105;Podlaskie;gm. Nowinka;2434;1006;6;252;14;;;618;41;51;24;
200106;Podlaskie;gm. P³aska;2180;792;9;260;13;;;415;22;35;38;
200107;Podlaskie;gm. Sztabin;4229;1340;12;318;10;;;911;23;29;37;
200201;Podlaskie;gm. Choroszcz;12691;5714;69;1654;52;;;2977;181;368;413;
200202;Podlaskie;gm. Czarna Bia³ostocka;8945;3695;31;1200;35;;;1972;115;221;121;
200203;Podlaskie;gm. Dobrzyniewo Du¿e;7392;3168;21;876;25;;;1839;115;165;127;
200204;Podlaskie;gm. Gródek;4400;1367;17;704;35;;;423;106;42;40;
200205;Podlaskie;gm. Juchnowiec Koœcielny;12587;5971;38;1821;57;;;3133;243;451;228;
200206;Podlaskie;gm. £apy;17584;7815;61;1476;75;;;5331;177;396;299;
200207;Podlaskie;gm. Micha³owo;5585;1684;28;647;43;;;717;110;79;60;
200208;Podlaskie;gm. Poœwiêtne;2816;1209;11;110;12;;;978;8;54;36;
200209;Podlaskie;gm. Supraœl;12287;5989;38;2707;95;;;2233;316;373;227;
200210;Podlaskie;gm. Sura¿;1591;768;6;125;6;;;566;20;19;26;
200211;Podlaskie;gm. Turoœñ Koœcielna;5032;2537;17;672;24;;;1508;92;128;96;
200212;Podlaskie;gm. Tykocin;5116;2101;28;292;25;;;1567;39;99;51;
200213;Podlaskie;gm. Wasilków;12895;5682;47;2156;50;;;2627;236;321;245;
200214;Podlaskie;gm. Zab³udów;7328;2836;31;857;41;;;1552;91;160;104;
200215;Podlaskie;gm. Zawady;2298;845;13;83;9;;;678;12;30;20;
200301;Podlaskie;m. Bielsk Podlaski;20552;7509;46;3136;185;;;3041;552;326;223;
200302;Podlaskie;m. Brañsk;3048;1389;14;198;19;;;1044;24;65;25;
200303;Podlaskie;gm. Bielsk Podlaski;5807;1636;12;560;67;;;810;87;44;56;
200304;Podlaskie;gm. Boæki;3713;1385;21;261;15;;;974;38;39;37;
200305;Podlaskie;gm. Brañsk;4787;2194;26;158;23;;;1867;14;58;48;
200306;Podlaskie;gm. Orla;2457;664;8;318;23;;;180;71;35;29;
200307;Podlaskie;gm. Rudka;1561;657;6;82;7;;;508;17;20;17;
200308;Podlaskie;gm. Wyszki;3626;1645;18;149;12;;;1383;23;37;23;
200401;Podlaskie;m. Grajewo;17239;6374;58;1793;60;;;3584;206;503;170;
200402;Podlaskie;gm. Grajewo;4635;1462;24;292;12;;;985;23;68;58;
200403;Podlaskie;gm. Radzi³ów;3930;1337;16;125;15;;;1083;28;49;21;
