TERYT;PROVINCE;NAME;REG_VOTERS;VOTES;VOTES_SPOIL;V_KO;V_LEWICA;V_POLEXIT;V_JEDN;V_PIS;V_WIOSNA;V_KORWIN;V_KUKIZ;V_GWIA
121610;Malopolskie;gm. Tuchów;14129;6410;68;926;56;20;;4648;156;261;238;37
121611;Malopolskie;gm. Wierzchos³awice;8635;4098;40;881;23;17;;2695;98;159;161;24
121612;Malopolskie;gm. Wietrzychowice;3311;1232;15;223;12;4;;845;26;44;57;6
121613;Malopolskie;gm. Wojnicz;10739;5064;69;856;36;23;;3461;119;304;164;32
121614;Malopolskie;gm. Zakliczyn;9770;4404;74;624;28;12;;3258;87;176;121;24
121615;Malopolskie;gm. ¯abno;15264;6545;93;1225;52;14;;4558;138;215;214;36
121616;Malopolskie;gm. Szerzyny;6346;2788;44;267;9;3;;2239;33;95;87;11
121701;Malopolskie;m. Zakopane;22732;11635;73;4140;104;46;;5731;474;481;515;71
121702;Malopolskie;gm. Bia³y Dunajec;5574;2218;16;252;10;4;;1720;23;123;63;7
121703;Malopolskie;gm. Bukowina Tatrzañska;10399;4562;30;683;15;17;;3444;61;149;141;22
121704;Malopolskie;gm. Koœcielisko;6860;2863;23;599;25;4;;1800;72;120;208;12
121705;Malopolskie;gm. Poronin;8919;3586;24;550;15;10;;2592;81;164;135;15
121801;Malopolskie;gm. Andrychów;34328;16830;143;4632;161;78;;9422;701;823;742;128
121802;Malopolskie;gm. BrzeŸnica;8173;3624;39;881;30;9;;2203;146;149;142;25
121803;Malopolskie;gm. Kalwaria Zebrzydowska;15932;6779;68;1679;53;36;;3955;299;279;331;79
121804;Malopolskie;gm. Lanckorona;4860;2034;26;430;19;7;;1303;68;117;55;9
121805;Malopolskie;gm. Mucharz;3254;1496;20;334;14;4;;904;66;58;78;18
121806;Malopolskie;gm. Spytkowice;8169;3628;58;683;36;15;;2426;102;127;151;30
121807;Malopolskie;gm. Stryszów;5492;2267;24;463;19;15;;1451;77;88;112;18
121808;Malopolskie;gm. Tomice;6205;2646;40;591;36;17;;1561;128;112;140;21
121809;Malopolskie;gm. Wadowice;30386;14067;114;4098;133;72;;7545;777;519;692;117
121810;Malopolskie;gm. Wieprz;9526;4520;33;846;29;14;;3042;130;154;234;38
121901;Malopolskie;gm. Biskupice;7885;3659;46;718;18;15;;2402;146;131;164;19
121902;Malopolskie;gm. Gdów;14088;6537;83;1367;43;18;;4248;203;284;250;41
121903;Malopolskie;gm. K³aj;8436;3958;31;1109;44;22;;2136;200;188;190;38
121904;Malopolskie;gm. Niepo³omice;21643;10774;68;3238;111;28;;5535;628;500;555;111
121905;Malopolskie;gm. Wieliczka;45152;22939;128;7947;195;64;;10941;1271;1179;965;249
126101;Malopolskie;m. Kraków;586275;330754;1575;144615;4690;1038;;118494;27632;16439;12309;3962
126201;Malopolskie;m. Nowy S¹cz;64963;32726;193;9732;236;129;;17829;1634;1458;1290;225
126301;Malopolskie;m. Tarnów;88970;43163;269;15986;356;150;;20129;2142;2313;1466;352
140101;Mazowieckie;gm. Bia³obrzegi;8317;3861;36;1370;23;;4;2101;96;123;89;19
140102;Mazowieckie;gm. Promna;4480;1825;16;395;3;;1;1244;29;73;56;8
140103;Mazowieckie;gm. Radzanów;3033;1386;22;193;4;;5;1078;14;22;43;5
140104;Mazowieckie;gm. Stara B³otnica;4224;1740;24;157;11;;1;1423;30;51;41;2
140105;Mazowieckie;gm. Stromiec;4499;1690;21;198;10;;8;1274;51;51;66;11
140106;Mazowieckie;gm. Wyœmierzyce;2328;1054;15;149;3;;1;799;16;38;31;2
140201;Mazowieckie;m. Ciechanów;35241;15594;145;5881;133;;33;7519;736;576;422;149
140202;Mazowieckie;gm. Ciechanów;5660;2091;23;647;11;;7;1192;74;62;61;14
140203;Mazowieckie;gm. Glinojeck;6181;2127;33;547;20;;7;1316;64;64;60;16
140204;Mazowieckie;gm. Go³ymin-Oœrodek;3106;1086;11;143;6;;1;824;23;35;34;9
140205;Mazowieckie;gm. Grudusk;2962;1180;15;218;2;;0;859;24;27;29;6
140206;Mazowieckie;gm. Ojrzeñ;3473;1226;23;192;7;;0;871;35;47;41;10
140207;Mazowieckie;gm. Opinogóra Górna;4770;1693;23;357;8;;6;1109;50;83;51;6
140208;Mazowieckie;gm. Regimin;4060;1507;18;290;11;;9;1072;37;44;24;2
140209;Mazowieckie;gm. Soñsk;6272;2347;18;488;17;;8;1554;73;128;50;11
140301;Mazowieckie;m. Garwolin;13458;6794;46;2104;43;;12;3552;288;344;346;59
140302;Mazowieckie;m. £askarzew;3886;1751;19;362;7;;3;1144;57;60;85;14
140303;Mazowieckie;gm. Borowie;4174;1882;13;213;4;;0;1448;41;64;81;18
140304;Mazowieckie;gm. Garwolin;10054;4629;37;930;27;;21;3011;150;198;202;53
140305;Mazowieckie;gm. Górzno;5123;2318;31;221;13;;6;1870;29;68;74;6
140306;Mazowieckie;gm. £askarzew;4283;1843;32;269;13;;2;1356;42;59;59;11
140307;Mazowieckie;gm. Maciejowice;5771;2481;34;315;15;;6;1898;46;75;85;7
140308;Mazowieckie;gm. Miastków Koœcielny;3841;1715;18;236;7;;7;1281;28;69;62;7
140309;Mazowieckie;gm. Parysów;3247;1296;16;127;4;;4;1015;26;49;47;8
140310;Mazowieckie;gm. Pilawa;8485;3885;46;622;25;;7;2637;137;166;213;32
140311;Mazowieckie;gm. Sobolew;6407;2828;30;337;15;;4;2183;50;101;101;7
140312;Mazowieckie;gm. Trojanów;5915;2708;20;282;8;;6;2181;35;81;81;14
140313;Mazowieckie;gm. Wilga;4347;1845;20;433;17;;6;1153;75;59;71;11
140314;Mazowieckie;gm. ¯elechów;6638;3039;47;395;13;;13;2289;67;99;98;18
140401;Mazowieckie;m. Gostynin;15066;6342;72;2321;47;;26;3059;348;233;191;45
140402;Mazowieckie;gm. Gostynin;9988;3540;44;874;27;;13;2199;144;96;113;30
140403;Mazowieckie;gm. Pacyna;2938;1110;17;182;8;;5;817;20;33;21;7
140404;Mazowieckie;gm. Sanniki;4979;1933;27;338;6;;3;1374;61;48;64;12
140405;Mazowieckie;gm. Szczawin Koœc.;4046;1435;18;276;4;;6;1004;51;37;34;5
140501;Mazowieckie;m. Milanówek;12715;7579;19;3350;106;;;2620;719;358;277;130
140502;Mazowieckie;m. Podkowa Leœna;3113;2185;14;1128;57;;;586;217;70;78;35
140503;Mazowieckie;gm. Baranów;4139;1808;9;416;19;;;1011;123;102;108;20
140504;Mazowieckie;gm. Grodzisk Mazowiecki;35219;18738;109;7680;264;;;6784;1865;906;833;297
140505;Mazowieckie;gm. Jaktorów;9471;4718;39;1551;53;;;2200;405;217;183;70
140506;Mazowieckie;gm. ¯abia Wola;6824;3311;26;1163;43;;;1427;274;151;175;52
140601;Mazowieckie;gm. Belsk Du¿y;5264;2284;12;599;18;;12;1355;73;110;90;15
140602;Mazowieckie;gm. B³êdów;6120;2598;18;535;10;;13;1710;69;142;88;13
140603;Mazowieckie;gm. Chynów;7861;3300;40;873;26;;9;1861;182;168;116;25
140604;Mazowieckie;gm. Goszczyn;2374;1086;8;155;5;;2;791;17;66;37;5
140605;Mazowieckie;gm. Grójec;19933;9012;73;3629;77;;25;3867;592;372;293;84
140606;Mazowieckie;gm. Jasieniec;4295;1737;18;423;19;;7;1008;73;99;76;14
140607;Mazowieckie;gm. Mogielnica;7283;3004;37;606;17;;8;1981;94;137;101;23
140608;Mazowieckie;gm. Nowe Miasto nad Pilic¹;6504;3095;29;737;19;;11;2059;71;93;61;15
140609;Mazowieckie;gm. Pniewy;3878;1635;13;483;8;;2;888;77;82;66;16
140611;Mazowieckie;gm. Warka;15107;6638;60;1801;45;;19;3732;297;353;281;50
140701;Mazowieckie;gm. Garbatka-Letnisko;4661;2078;26;445;22;;7;1327;74;82;81;14
140702;Mazowieckie;gm. G³owaczów;5961;2557;32;295;15;;4;1921;70;113;90;17
140703;Mazowieckie;gm. Gniewoszów;3206;1330;13;199;8;;0;987;37;37;40;9
140704;Mazowieckie;gm. Grabów nad Pilic¹;3214;1422;17;200;11;;2;1096;32;34;24;6
140705;Mazowieckie;gm. Kozienice;24126;10871;92;3102;85;;27;6190;474;463;364;74
140706;Mazowieckie;gm. Magnuszew;5652;2458;21;418;13;;8;1776;68;57;87;10
140707;Mazowieckie;gm. Sieciechów;3256;1279;4;215;7;;5;886;45;55;47;15
140801;Mazowieckie;m. Legionowo;40075;22107;142;9564;297;;;8029;1968;879;846;382
140802;Mazowieckie;gm. Jab³onna;13835;7710;48;3474;109;;;2470;753;386;325;145
140803;Mazowieckie;gm. Nieporêt;11279;6509;37;2733;84;;;2433;539;295;248;140
140804;Mazowieckie;gm. Serock;11809;5592;55;2111;65;;;2362;453;255;198;93
140805;Mazowieckie;gm. Wieliszew;11043;5809;54;2225;87;;;2330;500;245;254;114
140901;Mazowieckie;gm. Chotcza;1981;732;8;142;4;;2;507;11;37;18;3
140902;Mazowieckie;gm. Ciepielów;4592;1677;28;256;10;;7;1156;32;73;112;3
140903;Mazowieckie;gm. Lipsko;9226;3706;44;916;30;;11;2173;123;245;129;35
140904;Mazowieckie;gm. Rzeczniów;3628;1391;16;201;9;;1;1050;33;37;40;4
140905;Mazowieckie;gm. Sienno;4863;1982;31;373;24;;3;1399;36;60;40;16
140906;Mazowieckie;gm. Solec nad Wis³¹;4175;1452;19;320;17;;7;933;51;66;30;9
141001;Mazowieckie;gm. Huszlew;2263;980;3;99;5;;3;800;4;34;24;8
141002;Mazowieckie;gm. £osice;8960;3711;27;830;38;;7;2316;113;202;152;26
141003;Mazowieckie;gm. Olszanka;2411;1144;12;117;5;;3;907;17;41;37;5
141004;Mazowieckie;gm. Platerów;3964;1521;20;262;12;;6;1050;50;44;75;2
141005;Mazowieckie;gm. Sarnaki;4016;1731;22;346;18;;16;1098;41;103;73;14
141006;Mazowieckie;gm. Stara Kornica;3899;1527;19;162;4;;4;1166;26;81;54;11
141101;Mazowieckie;m. Maków Mazowiecki;7876;3246;26;1089;28;;5;1710;108;162;97;21
141102;Mazowieckie;gm. Czerwonka;2127;860;13;138;1;;1;664;6;16;18;3
141103;Mazowieckie;gm. Karniewo;4131;1568;13;266;9;;5;1167;29;53;17;9
141104;Mazowieckie;gm. Krasnosielc;5137;1886;20;404;12;;6;1267;36;71;62;8
141105;Mazowieckie;gm. M³ynarze;1390;614;15;81;1;;1;467;2;30;14;3
141106;Mazowieckie;gm. P³oniawy-Bramura;4499;1699;24;305;7;;4;1193;41;67;49;9
141107;Mazowieckie;gm. Ró¿an;3608;1643;20;447;9;;5;997;46;46;58;15
141108;Mazowieckie;gm. Rzewnie;2233;1023;18;243;6;;0;692;15;20;26;3
141109;Mazowieckie;gm. Sypniewo;2653;1242;18;245;6;;2;872;12;52;29;6
141110;Mazowieckie;gm. Szelków;2952;1284;15;269;5;;6;897;26;36;28;2
141201;Mazowieckie;m. Miñsk Mazowiecki;30543;16124;129;6351;202;;49;6835;937;787;618;216
141204;Mazowieckie;gm. Ceg³ów;4863;2362;38;752;20;;11;1242;109;102;75;13
141205;Mazowieckie;gm. Dêbe Wielkie;7908;3520;25;871;29;;12;2027;182;185;151;38
141206;Mazowieckie;gm. Dobre;4864;2020;17;377;13;;5;1365;74;75;66;28
141207;Mazowieckie;gm. Halinów;12010;6061;42;1938;70;;15;2826;431;388;262;89
141208;Mazowieckie;gm. Jakubów;3981;1779;9;267;17;;5;1285;46;72;60;18
141209;Mazowieckie;gm. Ka³uszyn;4623;2012;24;449;7;;2;1301;60;89;68;12
141210;Mazowieckie;gm. Latowicz;4201;1558;27;222;12;;4;1154;28;59;40;12
141211;Mazowieckie;gm. Miñsk Mazowiecki;11752;5467;42;1454;48;;17;3055;288;289;224;50
141212;Mazowieckie;gm. Mrozy;6983;3103;36;806;29;;5;1777;155;165;92;38
141213;Mazowieckie;gm. Siennica;6013;2498;21;612;26;;12;1490;87;126;94;30
141214;Mazowieckie;gm. Stanis³awów;5366;2357;27;359;34;;4;1636;93;97;84;23
141215;Mazowieckie;m. Sulejówek;15392;8786;46;3295;118;;19;3655;565;531;419;138
141301;Mazowieckie;m. M³awa;24126;10285;66;3745;77;;37;4955;563;455;308;79
141302;Mazowieckie;gm. Dzierzgowo;2477;861;11;134;3;;5;653;16;17;19;3
141303;Mazowieckie;gm. Lipowiec Koœcielny;3905;1314;19;252;12;;6;893;35;56;34;7
141304;Mazowieckie;gm. Radzanów;2785;971;5;191;7;;4;675;23;29;30;7
141305;Mazowieckie;gm. Strzegowo;6170;2109;19;419;11;;6;1477;57;57;55;8
141306;Mazowieckie;gm. Stupsk;3932;1427;27;325;14;;2;908;50;56;37;8
141307;Mazowieckie;gm. Szreñsk;3415;1212;22;221;5;;3;843;32;41;31;14
141308;Mazowieckie;gm. Szyd³owo;3670;1324;26;295;10;;2;874;39;37;34;7
141309;Mazowieckie;gm. Wieczfnia Koœcielna;3172;1152;15;201;9;;6;835;23;38;19;6
141310;Mazowieckie;gm. Wiœniewo;4123;1376;30;285;6;;4;893;49;46;52;11
141401;Mazowieckie;m. Nowy Dwór Mazowiecki;21611;10048;72;4169;104;;;3716;945;455;450;137
141402;Mazowieckie;gm. Czosnów;8020;4009;32;1487;45;;;1664;360;206;163;52
141403;Mazowieckie;gm. Leoncin;4513;2088;25;483;19;;;1238;125;90;75;33
141404;Mazowieckie;gm. Nasielsk;15657;6043;68;1431;57;;;3625;319;225;250;68
141405;Mazowieckie;gm. Pomiechówek;7327;3456;32;1123;59;;;1665;266;139;129;43
141406;Mazowieckie;gm. Zakroczym;5091;1746;30;450;11;;;961;133;66;79;16
141501;Mazowieckie;gm. Baranowo;5280;1971;27;477;12;;5;1304;28;54;60;4
141502;Mazowieckie;gm. Czarnia;1986;668;10;94;2;;1;529;4;15;11;2
141503;Mazowieckie;gm. Czerwin;4153;1674;14;269;7;;2;1261;24;25;57;15
141504;Mazowieckie;gm. Goworowo;6839;2440;23;402;11;;5;1780;41;72;79;27
141505;Mazowieckie;gm. Kadzid³o;8927;3234;32;589;16;;15;2229;61;166;117;9
141506;Mazowieckie;gm. Lelis;7438;3053;48;541;9;;6;2124;75;114;125;11
141507;Mazowieckie;gm. £yse;6571;2178;29;429;11;;5;1518;44;75;51;16
141508;Mazowieckie;gm. Myszyniec;8335;3155;54;542;16;;5;2242;55;132;94;15
141509;Mazowieckie;gm. Olszewo-Borki;8369;3616;34;750;23;;4;2258;106;202;209;30
141510;Mazowieckie;gm. Rzekuñ;8938;3798;41;934;37;;13;2218;138;174;213;30
141511;Mazowieckie;gm. Troszyn;3822;1596;18;221;6;;4;1228;31;43;35;10
141601;Mazowieckie;m. Ostrów Mazowiecka;18003;7640;50;2462;44;;21;4045;372;365;236;45
141602;Mazowieckie;gm. Andrzejewo;3450;1486;3;170;8;;5;1196;14;46;36;8
141603;Mazowieckie;gm. Boguty-Pianki;2149;932;7;97;2;;1;777;8;16;21;3
141604;Mazowieckie;gm. Brok;2364;1014;9;256;8;;1;623;44;43;26;4
141605;Mazowieckie;gm. Ma³kinia Górna;9434;3962;45;749;26;;3;2772;107;120;107;33
141606;Mazowieckie;gm. Nur;2379;1040;11;134;4;;2;827;17;16;22;7
141607;Mazowieckie;gm. Ostrów Mazowiecka;10234;4036;29;675;23;;7;2854;109;161;152;26
141608;Mazowieckie;gm. Stary Lubotyñ;2968;1206;20;108;3;;4;1019;8;27;14;3
141609;Mazowieckie;gm. Szulborze Wielkie;1414;558;8;137;2;;0;373;13;17;7;1
141610;Mazowieckie;gm. W¹sewo;3513;1501;18;326;5;;0;1021;34;52;34;11
141611;Mazowieckie;gm. Zarêby Koœcielne;3002;1272;10;172;2;;1;1007;16;31;22;11
141701;Mazowieckie;m. Józefów;14944;9256;58;3721;95;;;3372;827;576;416;191
141702;Mazowieckie;m. Otwock;34767;18754;142;6752;235;;;7948;1537;946;910;284
141703;Mazowieckie;gm. Celestynów;9253;4850;49;1159;59;;;2789;291;195;241;67
141704;Mazowieckie;gm. Karczew;12403;6332;54;1771;81;;;3363;407;287;267;102
141705;Mazowieckie;gm. Ko³biel;6464;3069;43;543;28;;;2005;113;136;165;36
141706;Mazowieckie;gm. Osieck;2885;1361;18;180;10;;;981;32;47;78;15
141707;Mazowieckie;gm. Sobienie-Jeziory;5073;2356;28;540;21;;;1418;100;79;143;27
141708;Mazowieckie;gm. Wi¹zowna;9619;5334;41;1768;56;;;2416;402;277;289;85
141801;Mazowieckie;gm. Góra Kalwaria;20742;9591;97;3284;133;;;4269;702;473;472;161
141802;Mazowieckie;gm. Konstancin-Jeziorna;19740;11609;79;5125;128;;;4248;925;518;393;193
141803;Mazowieckie;gm. Lesznowola;18802;11505;65;5531;145;;;3375;1212;525;460;192
141804;Mazowieckie;gm. Piaseczno;58927;34573;230;17122;442;;;10238;3333;1384;1315;509
141805;Mazowieckie;gm. Pra¿mów;8443;4083;27;1439;49;;;1790;334;206;172;66
141806;Mazowieckie;gm. Tarczyn;8840;4215;41;1176;50;;;2289;270;165;174;50
141901;Mazowieckie;gm. Bielsk;7103;2654;32;624;17;;16;1645;98;107;105;10
141902;Mazowieckie;gm. Bodzanów;6642;2484;45;647;12;;8;1513;97;88;49;25
141903;Mazowieckie;gm. Brudzeñ Du¿y;6545;2416;24;457;15;;8;1678;72;61;83;18
141904;Mazowieckie;gm. Bulkowo;4551;1585;26;250;11;;5;1152;41;46;36;18
141905;Mazowieckie;gm. Drobin;6255;1943;24;502;7;;2;1229;47;56;66;10
141906;Mazowieckie;gm. G¹bin;8914;3645;58;868;26;;13;2292;124;118;102;44
141907;Mazowieckie;gm. £¹ck;4403;1830;31;531;9;;6;1008;77;74;83;11
141908;Mazowieckie;gm. Ma³a Wieœ;4893;1628;23;350;14;;6;1063;57;40;49;26
141909;Mazowieckie;gm. Nowy Duninów;3204;1241;18;330;10;;3;755;55;33;31;6
141910;Mazowieckie;gm. Radzanowo;6569;2648;25;862;26;;7;1430;115;85;84;14
141911;Mazowieckie;gm. S³ubice;3600;1421;16;248;6;;6;1022;43;43;33;4
141912;Mazowieckie;gm. S³upno;6250;3059;29;1365;26;;6;1181;230;101;103;18
141913;Mazowieckie;gm. Stara Bia³a;9140;3870;39;1139;22;;12;2137;202;139;146;34
141914;Mazowieckie;gm. StaroŸreby;5829;1952;21;359;15;;3;1360;69;55;59;11
141915;Mazowieckie;gm. Wyszogród;4576;1627;22;427;10;;6;943;94;40;23;62
142001;Mazowieckie;m. P³oñsk;17450;7561;80;3064;79;;22;3309;427;334;191;55
142002;Mazowieckie;m. Raci¹¿;3599;1336;11;363;14;;4;764;77;50;46;7
142003;Mazowieckie;gm. Baboszewo;6348;2228;29;462;14;;4;1495;78;77;52;17
142004;Mazowieckie;gm. Czerwiñsk nad Wis³¹;6120;1739;21;293;12;;5;1218;52;36;72;30
142005;Mazowieckie;gm. Dzierz¹¿nia;3033;1123;22;209;8;;0;794;21;33;27;9
142006;Mazowieckie;gm. Joniec;2240;916;8;245;11;;7;530;50;30;27;8
142007;Mazowieckie;gm. Naruszewo;5111;1522;23;318;13;;2;1015;38;57;42;14
142008;Mazowieckie;gm. Nowe Miasto;3788;1520;34;389;3;;3;940;55;33;49;14
142009;Mazowieckie;gm. P³oñsk;6282;2126;21;566;19;;6;1244;101;92;58;19
142010;Mazowieckie;gm. Raci¹¿;6976;2165;51;357;11;;6;1540;50;53;84;13
142011;Mazowieckie;gm. Sochocin;4780;1787;19;437;11;;6;1148;41;67;37;21
142012;Mazowieckie;gm. Za³uski;4515;1375;32;317;11;;4;865;67;46;29;4
142101;Mazowieckie;m. Piastów;17570;10201;58;3877;155;;;4009;895;526;504;177
142102;Mazowieckie;m. Pruszków;46267;25490;126;10700;340;;;8951;2412;1149;1395;417
142103;Mazowieckie;gm. Brwinów;19850;11755;63;5056;179;;;4004;1155;505;594;199
142104;Mazowieckie;gm. Micha³owice;13671;9141;52;4385;112;;;2721;864;390;429;188
142105;Mazowieckie;gm. Nadarzyn;10696;6049;39;2735;60;;;2026;532;286;272;99
142106;Mazowieckie;gm. Raszyn;16656;9361;79;3168;106;;;4140;807;473;462;126
142201;Mazowieckie;m. Przasnysz;13357;5698;46;2009;51;;21;2870;200;297;162;42
142202;Mazowieckie;gm. Chorzele;7979;2732;35;649;13;;5;1842;53;75;50;10
142203;Mazowieckie;gm. Czernice Borowe;3057;1111;17;172;6;;1;813;26;47;24;5
142204;Mazowieckie;gm. Jednoro¿ec;5629;1763;23;355;13;;8;1174;37;85;54;14
142205;Mazowieckie;gm. Krasne;2973;1062;7;201;5;;3;751;22;34;32;7
142206;Mazowieckie;gm. Krzynow³oga Ma³a;2851;1217;16;134;4;;1;976;4;52;26;4
142207;Mazowieckie;gm. Przasnysz;5668;2118;20;361;15;;4;1568;32;61;47;10
142301;Mazowieckie;gm. Borkowice;3613;1417;12;313;12;;6;941;32;28;62;11
142302;Mazowieckie;gm. Gielniów;3804;1713;34;154;11;;3;1344;29;47;88;3
142303;Mazowieckie;gm. Klwów;2759;1431;27;287;5;;2;997;13;37;57;6
142304;Mazowieckie;gm. Odrzywó³;3215;1725;14;171;7;;4;1404;18;48;49;10
142305;Mazowieckie;gm. Potworów;3360;1325;18;142;11;;5;1010;23;44;61;11
142306;Mazowieckie;gm. Przysucha;10043;4628;38;996;30;;10;2945;147;188;254;20
142307;Mazowieckie;gm. Rusinów;3557;1800;17;150;2;;2;1421;22;44;136;6
142308;Mazowieckie;gm. Wieniawa;4405;2061;20;256;15;;3;1602;32;59;67;7
142401;Mazowieckie;gm. Gzy;3115;1182;18;248;2;;3;816;17;38;27;13
142402;Mazowieckie;gm. Obryte;3933;1765;38;383;13;;8;1193;35;43;40;12
142403;Mazowieckie;gm. Pokrzywnica;4012;1593;15;423;10;;1;997;56;53;31;7
142404;Mazowieckie;gm. Pu³tusk;19229;7862;62;2785;50;;19;4010;351;328;200;57
142405;Mazowieckie;gm. Œwiercze;3825;1323;18;329;5;;2;814;59;52;38;6
142406;Mazowieckie;gm. Winnica;3229;1409;16;370;8;;6;892;26;58;23;10
142407;Mazowieckie;gm. Zatory;3927;1675;21;395;6;;1;1105;34;65;37;11
142501;Mazowieckie;m. Pionki;14960;6206;52;1964;58;;14;3324;341;239;152;62
142502;Mazowieckie;gm. Gózd;6942;3289;23;347;15;;7;2552;90;123;107;25
142503;Mazowieckie;gm. I³¿a;12209;4527;36;1059;21;;8;2911;156;168;137;31
142504;Mazowieckie;gm. Jastrzêbia;5530;2516;31;411;9;;7;1798;58;100;81;21
142505;Mazowieckie;gm. Jedliñsk;11080;4668;38;741;21;;14;3386;161;172;110;25
142506;Mazowieckie;gm. Jedlnia-Letnisko;10196;4900;15;1005;22;;13;3262;217;195;140;31
142507;Mazowieckie;gm. Kowala;9344;4331;43;781;17;;6;2975;139;197;141;32
142508;Mazowieckie;gm. Pionki;8242;3288;36;599;14;;8;2284;81;123;118;25
142509;Mazowieckie;gm. Przytyk;5741;2546;18;238;11;;4;2081;41;104;40;9
142510;Mazowieckie;gm. Skaryszew;11343;5117;31;720;20;;14;3875;113;162;141;41
142511;Mazowieckie;gm. Wierzbica;7717;3152;37;485;21;;9;2232;88;137;122;21
142512;Mazowieckie;gm. Wolanów;6991;3035;24;429;11;;10;2282;80;100;78;21
142513;Mazowieckie;gm. Zakrzew;9998;4870;38;821;36;;12;3497;112;170;156;28
142601;Mazowieckie;gm. Domanice;2098;966;8;86;9;;0;786;10;35;30;2
142602;Mazowieckie;gm. Korczew;2231;933;8;205;3;;1;632;20;34;27;3
142603;Mazowieckie;gm. Kotuñ;6792;2755;47;473;18;;12;1795;102;143;106;59
142604;Mazowieckie;gm. Mokobody;4078;1803;14;187;9;;3;1400;33;107;44;6
142605;Mazowieckie;gm. Mordy;4756;2030;20;306;18;;4;1447;53;115;51;16
142606;Mazowieckie;gm. Paprotnia;2112;1011;10;117;4;;2;796;7;39;29;7
142607;Mazowieckie;gm. Przesmyki;2690;1165;10;149;3;;1;924;14;40;19;5
142608;Mazowieckie;gm. Siedlce;14158;6325;36;1250;77;;12;4045;240;379;232;54
142609;Mazowieckie;gm. Skórzec;6099;2641;35;301;17;;11;2040;45;112;58;22
142610;Mazowieckie;gm. Sucho¿ebry;3756;1672;15;235;8;;8;1253;25;86;35;7
142611;Mazowieckie;gm. Wiœniew;4610;2391;21;218;11;;6;1921;42;74;82;16
142612;Mazowieckie;gm. Wodynie;3607;1573;24;175;6;;2;1237;22;60;42;5
142613;Mazowieckie;gm. Zbuczyn;7912;3848;41;391;16;;10;2963;58;199;136;34
142701;Mazowieckie;m. Sierpc;14395;5972;53;2148;47;;11;2935;334;220;167;57
142702;Mazowieckie;gm. Gozdowo;4753;1529;25;318;5;;9;1001;54;66;42;9
142703;Mazowieckie;gm. Mochowo;4866;1546;24;299;5;;3;1050;56;45;50;14
142704;Mazowieckie;gm. Roœciszewo;3366;1246;15;208;6;;1;916;25;35;34;6
142705;Mazowieckie;gm. Sierpc;5455;1746;22;369;17;;9;1152;58;55;50;14
142706;Mazowieckie;gm. Szczutowo;3510;1182;32;230;17;;4;786;41;34;32;6
142707;Mazowieckie;gm. Zawidz;5357;1940;20;421;10;;2;1330;44;67;38;8
142801;Mazowieckie;m. Sochaczew;27924;13183;82;4832;142;;24;6128;793;483;341;358
142802;Mazowieckie;gm. Brochów;3564;1352;16;273;14;;5;904;48;44;34;14
142803;Mazowieckie;gm. I³ów;4968;1975;18;326;7;;3;1438;43;85;45;10
142804;Mazowieckie;gm. M³odzieszyn;4460;1735;17;281;9;;3;1271;47;50;40;17
142805;Mazowieckie;gm. Nowa Sucha;5240;2194;30;497;20;;3;1360;85;92;67;40
142806;Mazowieckie;gm. Rybno;2748;1081;8;177;7;;0;765;20;58;39;7
142807;Mazowieckie;gm. Sochaczew;8354;3529;29;943;28;;11;2000;182;168;114;54
142808;Mazowieckie;gm. Teresin;9047;4164;42;1141;35;;13;2333;188;177;177;58
142901;Mazowieckie;m. Soko³ów Podlaski;15297;7294;47;2078;60;;15;4174;331;322;212;55
142902;Mazowieckie;gm. Bielany;3020;1433;7;114;3;;4;1210;27;39;22;7
142903;Mazowieckie;gm. Ceranów;1896;764;7;90;1;;1;618;9;21;17;0
142904;Mazowieckie;gm. Jab³onna Lacka;3834;1732;18;298;7;;6;1296;23;42;33;9
142905;Mazowieckie;gm. Kosów Lacki;5046;2133;11;321;13;;6;1622;38;70;39;13
142906;Mazowieckie;gm. Repki;4358;1999;15;328;12;;1;1495;20;83;41;4
142907;Mazowieckie;gm. Sabnie;3084;1347;13;289;4;;6;942;21;35;33;4
142908;Mazowieckie;gm. Soko³ów Podlaski;4930;2198;12;342;9;;5;1615;46;101;56;12
142909;Mazowieckie;gm. Sterdyñ;3383;1428;15;295;6;;3;1023;14;40;26;6
143001;Mazowieckie;gm. Chlewiska;5089;1871;24;287;17;;7;1375;53;42;55;11
143002;Mazowieckie;gm. Jastrz¹b;4212;1647;20;220;16;;2;1221;37;70;45;16
143003;Mazowieckie;gm. Mirów;3061;1218;19;101;4;;5;991;22;47;19;10
143004;Mazowieckie;gm. Oroñsko;4674;2056;18;269;15;;5;1550;62;64;55;18
143005;Mazowieckie;gm. Szyd³owiec;15013;6663;46;1432;59;;13;4351;226;271;217;48
143201;Mazowieckie;gm. B³onie;16653;8171;58;2965;120;;;3582;691;329;296;130
143202;Mazowieckie;gm. Izabelin;8235;5048;25;2038;68;;;1935;432;301;162;87
143203;Mazowieckie;gm. Kampinos;3582;1688;15;452;17;;;914;123;50;95;22
143204;Mazowieckie;gm. Leszno;7911;3857;36;1437;63;;;1635;329;146;161;50
143205;Mazowieckie;gm. £omianki;20114;12363;66;5654;176;;;4068;1177;600;421;201
